  -51.20000      0.000000      1.570796      0.000000      2.711121      0.000000      0.604409      0.000000      2.569454      0.000000      0.344574
  -51.15000      0.000000      1.570796      0.000000     -3.141593      0.000000      0.073233      0.000000      3.141593      0.000000     -2.988324
  -51.10000      0.000000      1.570796      0.000000      0.000000      0.000000      1.570796      0.000000     -0.620530      0.000000      0.037153
  -51.05000      0.000000      0.028130      0.000000     -2.544047      0.000000      1.570796      0.000000      0.958957      0.000000     -2.938236
  -51.00000      0.000000     -2.834709      0.000000      2.113215      0.000000      0.029563      0.000000      2.174855      0.000000     -0.006103
  -50.95000      0.000000      2.995127      0.000000      2.817023      0.000000      3.129386      0.000000     -2.736461      0.000000     -1.570796
  -50.90000      0.000000     -2.546218      0.000000     -0.000000      0.000000     -0.086212      0.000000      3.141593      0.000000     -0.469150
  -50.85000      0.000000      0.063878      0.000000     -1.586420      0.000000      0.386092      0.000000     -1.572383      0.000000      0.048607
  -50.80000      0.000000     -0.307549      0.000000     -0.000000      0.000000      1.570796      0.000000     -0.617857      0.000000      0.035508
  -50.75000      0.000000     -2.615220      0.000000      2.396136      0.000000      1.570796      0.000000     -2.359237      0.000000     -0.455214
  -50.70000      0.000000     -0.781230      0.000000      3.141593      0.000000      0.914301      0.000000     -2.526551      0.000000      0.016600
  -50.65000      0.000000     -1.570796      0.000000     -3.141593      0.000000      3.110475      0.000000      3.141593      0.000000     -0.279138
  -50.60000      0.000000     -2.269829      0.000000     -1.951429      0.000000     -2.141674      0.000000     -2.189595      0.000000     -0.489951
  -50.55000      0.000000     -2.023041      0.000000      3.141593      0.000000     -2.455976      0.000000     -2.012331      0.000000     -2.732363
  -50.50000      0.000000     -0.582461      0.000000     -0.590567      0.000000      2.950355      0.000000     -1.127468      0.000000      1.570796
  -50.45000      0.000000     -1.570796      0.000000     -1.612764      0.000000     -0.209993      0.000000      0.000000      0.000000     -0.165940
  -50.40000      0.000000     -0.681213      0.000000     -1.633702      0.000000     -0.158451      0.000000     -2.094427      0.000000      0.000000
  -50.35000      0.000000     -1.570796      0.000000     -1.747877      0.000000      0.909359      0.000000     -1.690341      0.000000     -1.570796
  -50.30000      0.000000     -0.595291      0.000000      0.000000      0.000000      0.879327      0.000000     -1.053229      0.000000      1.570796
  -50.25000      0.000000     -0.425348      0.000000     -0.655405      0.000000      0.145450      0.000000     -1.079801      0.000000      0.576135
  -50.20000      0.000000     -1.570796      0.000000      0.000000      0.000000      1.570796      0.000000     -1.781023      0.000000      0.647085
  -50.15000      0.000000     -1.570796      0.000000     -1.942771      0.000000     -2.513421      0.000000     -2.019490      0.000000     -1.228192
