      0.000000      0.2000000000      0.2000000000      0.2000000000      0.2000000000      0.2000000000      1.0000000000     -0.0000000000
      0.100000      0.3135792077      0.1133740569      0.1266896211      0.1133740569      0.3135792077      0.9805961503     -0.0000000000
      0.200000      0.3669071101      0.0720327518      0.1061853667      0.0720327518      0.3669071101      0.9840650904     -0.0000000000
      0.300000      0.3866171739      0.0571127977      0.0980644230      0.0571127977      0.3866171739      0.9855243662     -0.0000000000
      0.400000      0.3910239757      0.0548637382      0.0945143377      0.0548637382      0.3910239757      0.9862897655     -0.0000000000
      0.500000      0.3887998481      0.0579250247      0.0932846998      0.0579250247      0.3887998481      0.9867344454     -0.0000000000
      0.600000      0.3838155295      0.0628663773      0.0936425870      0.0628663773      0.3838155295      0.9870064005     -0.0000000000
      0.700000      0.3778375321      0.0681401351      0.0952221496      0.0681401351      0.3778375321      0.9871774841     -0.0000000000
      0.800000      0.3716539456      0.0731078140      0.0977637159      0.0731078140      0.3716539456      0.9872872351     -0.0000000000
      0.900000      0.3655901800      0.0775670732      0.1010444517      0.0775670732      0.3655901800      0.9873589580     -0.0000000000
      1.000000      0.3597585815      0.0815183282      0.1048530174      0.0815183282      0.3597585815      0.9874068368     -0.0000000000
      1.100000      0.3541782602      0.0850458509      0.1089913860      0.0850458509      0.3541782602      0.9874396083     -0.0000000000
      1.200000      0.3488309943      0.0882551702      0.1132903458      0.0882551702      0.3488309943      0.9874626747     -0.0000000000
      1.300000      0.3436865301      0.0912417245      0.1176228786      0.0912417245      0.3436865301      0.9874793878     -0.0000000000
      1.400000      0.3387135651      0.0940785141      0.1219076841      0.0940785141      0.3387135651      0.9874918426     -0.0000000000
      1.500000      0.3338840954      0.0968148139      0.1261035495      0.0968148139      0.3338840954      0.9875013680     -0.0000000000
      1.600000      0.3291747155      0.0994802278      0.1301989385      0.0994802278      0.3291747155      0.9875088251     -0.0000000000
      1.700000      0.3245665798      0.1020903265      0.1342009752      0.1020903265      0.3245665798      0.9875147878     -0.0000000000
      1.800000      0.3200448434      0.1046518319      0.1381262995      0.1046518319      0.3200448434      0.9875196500     -0.0000000000
      1.900000      0.3155979687      0.1071665581      0.1419946370      0.1071665581      0.3155979687      0.9875236907     -0.0000000000
      2.000000      0.3112170617      0.1096340395      0.1458249092      0.1096340395      0.3112170617      0.9875271117     -0.0000000000
      2.100000      0.3068952955      0.1120530955      0.1496332797      0.1120530955      0.3068952955      0.9875300619     -0.0000000000
      2.200000      0.3026274341      0.1144226536      0.1534324769      0.1144226536      0.3026274341      0.9875326524     -0.0000000000
      2.300000      0.2984094489      0.1167421085      0.1572318516      0.1167421085      0.2984094489      0.9875349662     -0.0000000000
      2.400000      0.2942382161      0.1190114203      0.1610377928      0.1190114203      0.2942382161      0.9875370657      0.0000000000
      2.500000      0.2901112837      0.1212310823      0.1648542658      0.1212310823      0.2901112837      0.9875389977      0.0000000000
      2.600000      0.2860266929      0.1234020331      0.1686833451      0.1234020331      0.2860266929      0.9875407970      0.0000000000
      2.700000      0.2819828468      0.1255255570      0.1725256823      0.1255255570      0.2819828468      0.9875424900      0.0000000000
      2.800000      0.2779784134      0.1276031898      0.1763808898      0.1276031898      0.2779784134      0.9875440962      0.0000000000
      2.900000      0.2740122559      0.1296366390      0.1802478406      0.1296366390      0.2740122559      0.9875456305      0.0000000000
      3.000000      0.2700833850      0.1316277193      0.1841248954      0.1316277193      0.2700833850      0.9875471040      0.0000000000
      3.100000      0.2661909247      0.1335783030      0.1880100699      0.1335783030      0.2661909247      0.9875485252      0.0000000000
      3.200000      0.2623340903      0.1354902820      0.1919011562      0.1354902820      0.2623340903      0.9875499008      0.0000000000
      3.300000      0.2585121740      0.1373655398      0.1957958082      0.1373655398      0.2585121740      0.9875512358      0.0000000000
      3.400000      0.2547245360      0.1392059306      0.1996916014      0.1392059306      0.2547245360      0.9875525345      0.0000000000
      3.500000      0.2509705993      0.1410132645      0.2035860726      0.1410132645      0.2509705993      0.9875538001      0.0000000000
      3.600000      0.2472498473      0.1427892968      0.2074767475      0.1427892968      0.2472498473      0.9875550355      0.0000000000
      3.700000      0.2435618231      0.1445357200      0.2113611568      0.1445357200      0.2435618231      0.9875562430      0.0000000000
      3.800000      0.2399061298      0.1462541591      0.2152368470      0.1462541591      0.2399061298      0.9875574247      0.0000000000
      3.900000      0.2362824316      0.1479461667      0.2191013857      0.1479461667      0.2362824316      0.9875585822      0.0000000000
      4.000000      0.2326904552      0.1496132216      0.2229523637      0.1496132216      0.2326904552      0.9875597173      0.0000000000
      4.100000      0.2291299916      0.1512567259      0.2267873963      0.1512567259      0.2291299916      0.9875608312      0.0000000000
      4.200000      0.2256008974      0.1528780043      0.2306041218      0.1528780043      0.2256008974      0.9875619252      0.0000000000
      4.300000      0.2221030965      0.1544783033      0.2344002009      0.1544783033      0.2221030965      0.9875630005      0.0000000000
      4.400000      0.2186365814      0.1560587901      0.2381733152      0.1560587901      0.2186365814      0.9875640580      0.0000000000
      4.500000      0.2152014138      0.1576205525      0.2419211659      0.1576205525      0.2152014138      0.9875650986      0.0000000000
      4.600000      0.2117977257      0.1591645991      0.2456414737      0.1591645991      0.2117977257      0.9875661233      0.0000000000
      4.700000      0.2084257189      0.1606918583      0.2493319783      0.1606918583      0.2084257189      0.9875671326      0.0000000000
      4.800000      0.2050856647      0.1622031793      0.2529904394      0.1622031793      0.2050856647      0.9875681274      0.0000000000
      4.900000      0.2017779031      0.1636993319      0.2566146382      0.1636993319      0.2017779031      0.9875691082      0.0000000000
      5.000000      0.1985028407      0.1651810070      0.2602023801      0.1651810070      0.1985028407      0.9875700755      0.0000000000
      5.100000      0.1952609487      0.1666488173      0.2637514978      0.1666488173      0.1952609487      0.9875710298      0.0000000000
      5.200000      0.1920527596      0.1681032984      0.2672598555      0.1681032984      0.1920527596      0.9875719715      0.0000000000
      5.300000      0.1888788641      0.1695449094      0.2707253540      0.1695449094      0.1888788641      0.9875729010      0.0000000000
      5.400000      0.1857399062      0.1709740349      0.2741459366      0.1709740349      0.1857399062      0.9875738186      0.0000000000
      5.500000      0.1826365784      0.1723909863      0.2775195951      0.1723909863      0.1826365784      0.9875747246      0.0000000000
      5.600000      0.1795696168      0.1737960043      0.2808443770      0.1737960043      0.1795696168      0.9875756192      0.0000000000
      5.700000      0.1765397941      0.1751892609      0.2841183928      0.1751892609      0.1765397941      0.9875765026      0.0000000000
      5.800000      0.1735479139      0.1765708619      0.2873398234      0.1765708619      0.1735479139      0.9875773750      0.0000000000
      5.900000      0.1705948036      0.1779408507      0.2905069280      0.1779408507      0.1705948036      0.9875782366      0.0000000000
      6.000000      0.1676813071      0.1792992107      0.2936180516      0.1792992107      0.1676813071      0.9875790873      0.0000000000
      6.100000      0.1648082777      0.1806458697      0.2966716325      0.1806458697      0.1648082777      0.9875799274      0.0000000000
      6.200000      0.1619765704      0.1819807032      0.2996662096      0.1819807032      0.1619765704      0.9875807569      0.0000000000
      6.300000      0.1591870344      0.1833035391      0.3026004288      0.1833035391      0.1591870344      0.9875815758      0.0000000000
      6.400000      0.1564405060      0.1846141614      0.3054730495      0.1846141614      0.1564405060      0.9875823843      0.0000000000
      6.500000      0.1537378008      0.1859123153      0.3082829500      0.1859123153      0.1537378008      0.9875831823      0.0000000000
      6.600000      0.1510797075      0.1871977115      0.3110291319      0.1871977115      0.1510797075      0.9875839699      0.0000000000
      6.700000      0.1484669803      0.1884700312      0.3137107241      0.1884700312      0.1484669803      0.9875847472      0.0000000000
      6.800000      0.1459003336      0.1897289304      0.3163269860      0.1897289304      0.1459003336      0.9875855141      0.0000000000
      6.900000      0.1433804355      0.1909740454      0.3188773089      0.1909740454      0.1433804355      0.9875862707      0.0000000000
      7.000000      0.1409079029      0.1922049968      0.3213612176      0.1922049968      0.1409079029      0.9875870170      0.0000000000
      7.100000      0.1384832968      0.1934213947      0.3237783703      0.1934213947      0.1384832968      0.9875877531      0.0000000000
      7.200000      0.1361071181      0.1946228427      0.3261285574      0.1946228427      0.1361071181      0.9875884791      0.0000000000
      7.300000      0.1337798044      0.1958089429      0.3284117003      0.1958089429      0.1337798044      0.9875891948      0.0000000000
      7.400000      0.1315017268      0.1969792992      0.3306278484      0.1969792992      0.1315017268      0.9875899006      0.0000000000
      7.500000      0.1292731881      0.1981335221      0.3327771758      0.1981335221      0.1292731881      0.9875905962      0.0000000000
      7.600000      0.1270944208      0.1992712317      0.3348599770      0.1992712317      0.1270944208      0.9875912820      0.0000000000
      7.700000      0.1249655865      0.2003920613      0.3368766623      0.2003920613      0.1249655865      0.9875919579      0.0000000000
      7.800000      0.1228867753      0.2014956606      0.3388277522      0.2014956606      0.1228867753      0.9875926240      0.0000000000
      7.900000      0.1208580061      0.2025816982      0.3407138718      0.2025816982      0.1208580061      0.9875932804      0.0000000000
      8.000000      0.1188792271      0.2036498645      0.3425357441      0.2036498645      0.1188792271      0.9875939272      0.0000000000
      8.100000      0.1169503172      0.2046998732      0.3442941838      0.2046998732      0.1169503172      0.9875945646      0.0000000000
      8.200000      0.1150710873      0.2057314639      0.3459900902      0.2057314639      0.1150710873      0.9875951926      0.0000000000
      8.300000      0.1132412825      0.2067444029      0.3476244405      0.2067444029      0.1132412825      0.9875958114      0.0000000000
      8.400000      0.1114605843      0.2077384851      0.3491982823      0.2077384851      0.1114605843      0.9875964211      0.0000000000
