      0.000000     56.5649543719      0.3162277660      0.3162277660      0.3162277660      0.3162277660      0.3162277660
      0.100000     20.5682967085      0.9986057256      0.7567747189      0.7610118540      0.7567747189      0.9986057256
      0.200000     17.4389207517      1.2812129867      0.8472065911      0.8709849725      0.8472065911      1.2812129867
      0.300000     16.2545254845      1.4441032550      0.9230205919      0.9354379771      0.9230205919      1.4441032550
      0.400000     15.7072415322      1.5337127286      1.0115257285      0.9841007191      1.0115257285      1.5337127286
      0.500000     15.4303522707      1.5758861736      1.1020376266      1.0277119107      1.1020376266      1.5758861736
      0.600000     15.2830565174      1.5882704370      1.1835492938      1.0703662811      1.1835492938      1.5882704370
      0.700000     15.2015258080      1.5827165091      1.2515284299      1.1127043907      1.2515284299      1.5827165091
      0.800000     15.1542447646      1.5668067985      1.3058854869      1.1545086973      1.3058854869      1.5668067985
      0.900000     15.1251086523      1.5452329587      1.3484806432      1.1955793587      1.3484806432      1.5452329587
      1.000000     15.1058147332      1.5208446300      1.3817502421      1.2355651990      1.3817502421      1.5208446301
      1.100000     15.0920684366      1.4953423842      1.4080827518      1.2738209575      1.4080827518      1.4953423842
      1.200000     15.0816205924      1.4697102680      1.4295357131      1.3095686524      1.4295357131      1.4697102680
      1.300000     15.0732564158      1.4444872608      1.4477192817      1.3421611699      1.4477192817      1.4444872608
      1.400000     15.0662854365      1.4199417283      1.4637857129      1.3712510953      1.4637857129      1.4199417283
      1.500000     15.0602890694      1.3961842038      1.4784879067      1.3968179704      1.4784879067      1.3961842038
      1.600000     15.0549965193      1.3732387865      1.4922714529      1.4190999485      1.4922714529      1.3732387865
      1.700000     15.0502229833      1.3510865336      1.5053704246      1.4384917115      1.5053704246      1.3510865336
      1.800000     15.0458376862      1.3296904489      1.5178885227      1.4554505244      1.5178885227      1.3296904489
      1.900000     15.0417462072      1.3090089122      1.5298585799      1.4704283106      1.5298585799      1.3090089122
      2.000000     15.0378798000      1.2890022018      1.5412812578      1.4838315828      1.5412812578      1.2890022018
      2.100000     15.0341883260      1.2696351073      1.5521474435      1.4960036139      1.5521474435      1.2696351073
      2.200000     15.0306352467      1.2508774775      1.5624495413      1.5072214312      1.5624495413      1.2508774775
      2.300000     15.0271939425      1.2327037858      1.5721860233      1.5177011783      1.5721860233      1.2327037858
      2.400000     15.0238449750      1.2150923250      1.5813623344      1.5276072165      1.5813623344      1.2150923250
      2.500000     15.0205740614      1.1980243473      1.5899900962      1.5370620877      1.5899900962      1.1980243473
      2.600000     15.0173705911      1.1814832982      1.5980857084      1.5461557889      1.5980857084      1.1814832982
      2.700000     15.0142265553      1.1654541986      1.6056689025      1.5549536816      1.6056689025      1.1654541986
      2.800000     15.0111357836      1.1499231758      1.6127614854      1.5635028747      1.6127614854      1.1499231758
      2.900000     15.0080934059      1.1348771273      1.6193863456      1.5718371816      1.6193863456      1.1348771273
      3.000000     15.0050954773      1.1203034900      1.6255667114      1.5799808640      1.6255667114      1.1203034900
      3.100000     15.0021387178      1.1061900887      1.6313256244      1.5879514005      1.6313256244      1.1061900887
      3.200000     14.9992203341      1.0925250427      1.6366855812      1.5957614985      1.6366855812      1.0925250427
      3.300000     14.9963378966      1.0792967111      1.6416683021      1.6034205387      1.6416683021      1.0792967111
      3.400000     14.9934892568      1.0664936645      1.6462945916      1.6109355987      1.6462945916      1.0664936645
      3.500000     14.9906724904      1.0541046738      1.6505842641      1.6183121733      1.6505842641      1.0541046738
      3.600000     14.9878858590      1.0421187082      1.6545561152      1.6255546757      1.6545561152      1.0421187082
      3.700000     14.9851277844      1.0305249382      1.6582279218      1.6326667854      1.6582279218      1.0305249382
      3.800000     14.9823968308      1.0193127424      1.6616164638      1.6396516862      1.6616164638      1.0193127424
      3.900000     14.9796916934      1.0084717134      1.6647375570      1.6465122301      1.6647375570      1.0084717134
      4.000000     14.9770111899      0.9979916648      1.6676060938      1.6532510474      1.6676060938      0.9979916648
      4.100000     14.9743542547      0.9878626372      1.6702360872      1.6598706215      1.6702360872      0.9878626372
      4.200000     14.9717199353      0.9780749027      1.6726407171      1.6663733388      1.6726407171      0.9780749027
      4.300000     14.9691073886      0.9686189697      1.6748323757      1.6727615218      1.6748323757      0.9686189697
      4.400000     14.9665158783      0.9594855855      1.6768227122      1.6790374501      1.6768227122      0.9594855855
      4.500000     14.9639447724      0.9506657393      1.6786226754      1.6852033745      1.6786226754      0.9506657393
      4.600000     14.9613935403      0.9421506641      1.6802425548      1.6912615253      1.6802425548      0.9421506641
      4.700000     14.9588617503      0.9339318380      1.6816920192      1.6972141167      1.6816920192      0.9339318380
      4.800000     14.9563490659      0.9260009853      1.6829801530      1.7030633495      1.6829801530      0.9260009853
      4.900000     14.9538552428      0.9183500770      1.6841154905      1.7088114117      1.6841154905      0.9183500770
