  0.100000000000000       4.985178575382371E-003   719.933153267004     
  0.200000000000000       2.877097439780184E-003   62.5875191357658     
  0.300000000000000       1.960760195300212E-003   23.6879053435887     
  0.400000000000000       1.487978034157500E-003   10.9456790461784     
  0.500000000000000       1.140662234780318E-003   5.53778523023070     
  0.600000000000000       8.541571848797995E-004   2.94591506717914     
  0.700000000000000       6.200326021952421E-004   1.63061418775918     
  0.800000000000000       4.370488436459009E-004  0.945620867922692     
  0.900000000000000       3.182768565596209E-004  0.582722245599889     
   1.00000000000000       2.677584446236292E-004  0.385878381477518     
   1.10000000000000       2.216331120766946E-004  0.274925932167314     
   1.20000000000000       1.809969747724849E-004  0.208956884132796     
   1.30000000000000       1.462823741416620E-004  0.167283532405449     
   1.40000000000000       1.173130965756477E-004  0.139419586313032     
   1.50000000000000       9.346114693071224E-005  0.119927341056041     
   1.60000000000000       7.864345721972214E-005  0.105851003138113     
   1.70000000000000       7.657663558705360E-005  9.547071863256207E-002
   1.80000000000000       7.487621748622824E-005  8.770594209508431E-002
   1.90000000000000       7.340545044875980E-005  8.182958017190600E-002
   2.00000000000000       7.207855122239767E-005  7.732814400238652E-002
   2.10000000000000       7.084305026373526E-005  7.382948089908581E-002
   2.20000000000000       6.966732748184052E-005  7.106158527211193E-002
   2.30000000000000       6.853254726850128E-005  6.882608466245443E-002
   2.40000000000000       6.744085759228910E-005  6.697934947865747E-002
   2.50000000000000       6.637642736833171E-005  6.541827303376380E-002
   2.60000000000000       6.533171586305484E-005  6.406940603401523E-002
   2.70000000000000       6.431318350129882E-005  6.288071536769024E-002
   2.80000000000000       6.332049630857976E-005  6.181543406288625E-002
   2.90000000000000       6.234345417129905E-005  6.084755334157421E-002
   3.00000000000000       6.139154714631145E-005  5.995857257513393E-002
   3.10000000000000       6.046315009372183E-005  5.913518912038285E-002
   3.20000000000000       5.954979275958305E-005  5.836767537577003E-002
   3.30000000000000       5.866577280009884E-005  5.764874944787834E-002
   3.40000000000000       5.779987576777166E-005  5.697279535390010E-002
   3.50000000000000       5.718065348284434E-005  5.633532795194185E-002
   3.60000000000000       5.736724046310170E-005  5.573262774078103E-002
   3.70000000000000       5.761988135605612E-005  5.516149279383598E-002
   3.80000000000000       5.794343999123869E-005  5.461907110944964E-002
   3.90000000000000       5.835737423305254E-005  5.410274805804249E-002
   4.00000000000000       5.887189681992215E-005  5.361007158160902E-002
   4.10000000000000       5.947932194522165E-005  5.313870334546777E-002
   4.20000000000000       6.005007930853790E-005  5.268638784396984E-002
   4.30000000000000       6.056226814321608E-005  5.225093403371517E-002
   4.40000000000000       6.101359013160890E-005  5.183020580521003E-002
   4.50000000000000       6.140193499815094E-005  5.142211876922431E-002
   4.60000000000000       6.172541461596515E-005  5.102464157648257E-002
   4.70000000000000       6.198239393573335E-005  5.063580051018590E-002
   4.80000000000000       6.217151832937917E-005  5.025368638850836E-002
   4.90000000000000       6.229173687671841E-005  4.987646304975613E-002
   5.00000000000000       6.234232133695006E-005  4.950237680183989E-002
   5.10000000000000       6.232288046192913E-005  4.912976633629995E-002
   5.20000000000000       6.223336958849357E-005  4.875707265380669E-002
   5.30000000000000       6.207409532305030E-005  4.838284861591546E-002
